username,text,date
cvtlvly,I felt like a little TikTok Tarot reader the way I read all my friends cards on our FaceTime call this afternoon..😭,2023-03-30 03:15:36+00:00
UtFacio,@corncommunist They want to ban TikTok because the younger generations are using it to organize and that terrifies them!,2023-03-30 03:15:36+00:00
AnxiousMatcha,Clearly you haven’t seen them on TikTok; they’re much worse https://t.co/PwFrtA06UM,2023-03-30 03:15:35+00:00
saysdotcom,WARNING: cute explosives in your area. 🪖 https://t.co/ZEWRpHaJWX,2023-03-30 03:15:35+00:00
LevangRuth,Check out genxtrucker1966's video! #TikTok https://t.co/4K3zpo6RSd,2023-03-30 03:15:33+00:00
AfroNihilist,"31. Peacocks, seals, and orcas
32. Messages from the stars by The Rah Band
33. broken promises and broken knee caps… https://t.co/CL2IbGZ8oI",2023-03-30 03:15:33+00:00
chazzypooh1,I felt that shit #TikTok https://t.co/RBL3U3wLtL,2023-03-30 03:15:32+00:00
Allen073157,"@D_Stieber @cbschicago @Brandon4Chicago Brandon is nothing more then @LoriLightfoot 2.0. Good grief, do you really… https://t.co/Gqb2vNcjIe",2023-03-30 03:15:31+00:00
BrookeRichey6,Call your US Congressman or woman today to say NO to the Restrict Act! Its less about TikTok and more about the gov… https://t.co/MVIo87PMMI,2023-03-30 03:15:29+00:00
Le64131,Check out mrpoppa85's video! #TikTok https://t.co/CxRHD1PZic,2023-03-30 03:15:28+00:00
Valenti39175896,@ComicDaveSmith These are ideas pushed by TikTok,2023-03-30 03:15:27+00:00
Fershandawijaya,@generic_void Do you mind making content about finance in TikTok ?,2023-03-30 03:15:23+00:00
Nohatejustthet1,Check out Savannah R's video! #TikTok https://t.co/ZH0K4Cf4hl,2023-03-30 03:15:21+00:00
AuthorCDavis,"This word... loving it

Check out authorcdavis's video! #TikTok https://t.co/p6jAdqDkMk",2023-03-30 03:15:21+00:00
midcentral004,@HedgeCup I would say NinjaChickie is one of them. She’s gone to TikTok now talking about anime and stiff,2023-03-30 03:15:17+00:00
sexy40phat,Check out Thomas Michael's video! #TikTok https://t.co/0hXYJ46IXi,2023-03-30 03:15:16+00:00
TRILLIgotBEATS,"@RYNSmusic Nah, AI has gotten too good at recognizing samples &amp; blogs have pivoted to being TikTok accounts that on… https://t.co/n3H8lpjHIG",2023-03-30 03:15:15+00:00
SuzukiSeck,"🍔I’m lovin’ it
McDonalds always fresh and tasty 

since 1996
""What happens when you leave a McDonalds hamburger in… https://t.co/KPw03EKj0q",2023-03-30 03:15:14+00:00
EXO_Suho_Kath,Check out EXO's video! #TikTok https://t.co/HdnQBVDfcS #RoverChallenge,2023-03-30 03:15:13+00:00
haxxorblue,@cinnaworm_ have not been able to get that tiktok off my mind,2023-03-30 03:15:11+00:00
jimimjimin95,Squid game and tiktok excuses again ? When it’s not lisa who opened the TT acc and make videoS using her own songs 🤭 https://t.co/zkuef4Mk6p,2023-03-30 03:15:11+00:00
OsannaChil,Check out Mark Liam Smith's video! #TikTok https://t.co/vQInXi2vmM,2023-03-30 03:15:08+00:00
CrazzedHatter,Me talking to my toddler. Check out crazzedhatter's video! #TikTok https://t.co/hvUdBkG3XT,2023-03-30 03:15:08+00:00
a_paghunasan,Check out KLIO's video! #TikTok https://t.co/uj5EzzbAPf,2023-03-30 03:15:08+00:00
gehrig38,Check out Vapid_69's video! #TikTok https://t.co/yzdBw1tCty listen!!! This is who these people are. This should be… https://t.co/o1EdwMqHcj,2023-03-30 03:15:08+00:00
dkdk459,"@SpincycleMT  @RenovaAlejandro 👇
Check out MickeyG1775's video! #TikTok https://t.co/tS0BGhbfnV",2023-03-30 03:15:08+00:00
a47481101,Check out We the People's video! #TikTok https://t.co/VC4zQBJaGB,2023-03-30 03:15:07+00:00
asleepv_v,@Ferric242 @KenGardner11 The Chinese use facial recognition on TikTok to keep kids off. It's horrid for all sorts of reasons.,2023-03-30 03:15:07+00:00
legalizecigs,i hope they ban tiktok so i can really focus my time and energy on shitposting on twitter,2023-03-30 03:15:06+00:00
idntfxckwithyou,omg so i’m on escort tiktok and this girl said that she went to a mans house and he pays her. he puts on serial doc… https://t.co/itAR7ftNVe,2023-03-30 03:15:05+00:00
eri__gomez,"Hello, @weareoneEXO @SMTOWNGLOBAL! Next time you upload a #RoverChallenge on TikTok please use the official audio. #KAI_Rover",2023-03-30 03:15:04+00:00
AptTherapy,I Tried the Viral TikTok Banana Coffee and It Is Indeed Magical https://t.co/rzdafP9kFG,2023-03-30 03:15:04+00:00
vikingphan444,"@LasVegasLocally It’s work devices, social media should be on private devices.  Tiktok isn’t as dangerous as it’s b… https://t.co/BhoqgDpX5W",2023-03-30 03:15:03+00:00
PatBontheMic99,Check out https://t.co/Ni3mq08I21's video! #TikTok https://t.co/HdgnM6eypU hey @RepMTG quit lying,2023-03-30 03:15:03+00:00
palmerdebra,So instead of wasting time trying to ban #TikTok or whatever rubbish... what are you @POTUS and your people going t… https://t.co/gR784N2ARj,2023-03-30 03:15:03+00:00
Bts_im_fine,@recentedit @ScandalousMedia What shade?? All the shade y’all selulus claimed she had thrown are out of pure assump… https://t.co/MW4qivuYuH,2023-03-30 03:15:01+00:00
kickdragonvids,"TikTok bills could dangerously expand national security state
https://t.co/Uc4qxfmd36",2023-03-30 03:15:01+00:00
OfficialMystt,"@EcomParker Nicee, u been running mainly tiktok or u be running ads on other platforms too?",2023-03-30 03:15:01+00:00
UntamedBeauti,She's brilliant!!! Unlearn16's video! #TikTok https://t.co/BYHiEP5rNJ,2023-03-30 03:15:00+00:00
FoodNetwork,"Like the McDonald’s round egg and the viral TikTok $2 burrito! 😲
https://t.co/2SV9wRz84M",2023-03-30 03:15:00+00:00
CrazzedHatter,Check out crazzedhatter's video! #TikTok https://t.co/towXc6WPER,2023-03-30 03:14:57+00:00
eatorganiccake,Check out Kara &amp; Riley's video! #TikTok https://t.co/HwZs4m7K6w,2023-03-30 03:14:56+00:00
matpro661,Check out Jason's video! #TikTok https://t.co/FMlHt4ZgN1,2023-03-30 03:14:53+00:00
moodyangela,"@TheMcKenziest Banning an app owned by a foreign government who banned all western social media

I agree with banni… https://t.co/L2UQy8zaEx",2023-03-30 03:14:53+00:00
Lukejd3232,I asked AI to write a short story about the proposed TikTok ban in the style of Dr Suess and… wow.. the future is j… https://t.co/pnGyKxGJ3M,2023-03-30 03:14:52+00:00
dthcabforellie,me when my main irl crush be looking fine af 😭 https://t.co/mEGX6KUXRo,2023-03-30 03:14:51+00:00
youkneeoh,i need to stop looking for fan content of things i like on tiktok i just saw people shipping minato and masa despit… https://t.co/pKU0kWi1Up,2023-03-30 03:14:50+00:00
GregPittman1957,Check out Five Foot One Teacher's video! #TikTok https://t.co/CAOz7xTjAS,2023-03-30 03:14:50+00:00
getstoseven,"@HawleyMO Are you for f'ing REAL? Have you NO CLUE how the internet works? If you have EVER used google, youtube, f… https://t.co/lWnsYWUO8E",2023-03-30 03:14:49+00:00
slipperysua,"@DeadStretch @FailPrime @FuckingGente_ @mikeyperk @Dexerto If he pays the taxes, which the tweet you are replying t… https://t.co/SXTEfrrxDz",2023-03-30 03:14:48+00:00
Jhmorpheus,Check out J Rey 💋's video! #TikTok https://t.co/RfP9cmwWRx,2023-03-30 03:14:45+00:00
RoseTheVillain9,@FanzPly @Twitch @tiktok_us @msiUSA My routers are all connected through Ethernet to all of my TVs and gaming PCs 🙂👍🏼,2023-03-30 03:14:45+00:00
PajamaCrew,*stream under maintenance*|| [ look away...nothing 2 c herrrrrrree ] || !sL !sR !oF !tiktok https://t.co/ujncf3qWSr… https://t.co/7bjLBBKY7B,2023-03-30 03:14:44+00:00
bea_ml0,"@btssomma No, you can see the date on the TikTok they did it days before him.",2023-03-30 03:14:43+00:00
birdfacepower,"still thinking about how someone asked him to do a house tour on tiktok...um, no.",2023-03-30 03:14:43+00:00
PatrioticSpirit,"This is one thing I disagree with #RandPaul about then.

#TikTok is a #ChineseSpyProgram.

It SHOULD be banned in t… https://t.co/7r2BZ5dcaE",2023-03-30 03:14:41+00:00
michaelmorrise,Next thing you know there are gonna be thirst edits of Rand Paul on TikTok,2023-03-30 03:14:39+00:00
starlightkpopph,"Wts / Lfb  🇵🇭

✨ NEWJEANS OFFICIAL LIGHSTICK 🐰

₱1,600 (LS ONLY)‼️

• Dop: April 14
- (need ₱1000 dp and remaining… https://t.co/CgvGVqHnac",2023-03-30 03:14:39+00:00
wwwelmaleficent,"This makes me beam with pride🥰🩷
Some of us love our jobs, because of our love for our patients and will do almost a… https://t.co/Y1xynWcZsU",2023-03-30 03:14:37+00:00
kaydets_4real,"Congratulations miss Karen @Karen_Bordador

VPCA BACK2BACK KD

Check out VP Choice Awards's video! #TikTok https://t.co/wUtVPMw1d2",2023-03-30 03:14:36+00:00
youphorictouch,Check out B-Wise's video! #TikTok https://t.co/0ks0NDgoXd,2023-03-30 03:14:34+00:00
oliverstein15,"If banning TikTok is unconstitutional because the supreme said you can't ban it.
Then assault weapon ban should be at the window.",2023-03-30 03:14:33+00:00
psychosomatia,drawing this has made me understand why so many ppl dont color much less shade their tiktok meme drawings https://t.co/wrEXj6hZ7r,2023-03-30 03:14:30+00:00
EC3Enterprises,@FWPlayboy I think to stop hoeflation ig &amp; tiktok need to be banned &amp; then you'll see immediate changes which will… https://t.co/o4GPai1GIL,2023-03-30 03:14:29+00:00
DemonKingGhostt,Don't miss out. https://t.co/hncDfsEvAm,2023-03-30 03:14:28+00:00
Ript_1111,Check out becsnewsroom's video! #TikTok https://t.co/oxDQ31h1JU,2023-03-30 03:14:28+00:00
RockdownSteve,Set up a TikTok where I’m going to post all the clips and videos or me rapping and playing guitar so get involved.… https://t.co/FVf78XTsHN,2023-03-30 03:14:28+00:00
MsTiffanyLeigh,@MelTarg Mel we know you too well 🤣 2 is the answer! You literally made a tiktok about how to improve our rankings… https://t.co/qd2fmiXPzX,2023-03-30 03:14:27+00:00
Y0B0Y_Q,I update my phone and some how tiktok on my shit,2023-03-30 03:14:26+00:00
iperaza,Check out painhub_f3's video! #TikTok https://t.co/lIaRfHtfqz @mschlapp Shut up idiot,2023-03-30 03:14:26+00:00
LibbyMbc,@NanciMcGil I'm not a believer that big pharma is blocking the cure. I have made a few videos of why I don't believ… https://t.co/GroruN1kcF,2023-03-30 03:14:25+00:00
FaeriePuff,This is so relatable it’s not even funny https://t.co/RhzKswHJcz,2023-03-30 03:14:25+00:00
goth2bethin,I very rarely go on tiktok bc every time I go on I get shown “alt” content and it’s just a minor sexualizing themse… https://t.co/MnxJrYlcio,2023-03-30 03:14:22+00:00
FredipusRex,@ModeledBehavior @Noahpinion How do you do that when TikTok (the app) talks to TikTok (the platform) via TikTok (th… https://t.co/11dWhGs7vJ,2023-03-30 03:14:21+00:00
stephyayy,TikTok videos are a gold mine but the comments are just the best 😂🤣,2023-03-30 03:14:21+00:00
LierinEdana,@nypost Good. This bill is nothing more than an American version of what TikTok has been doing. Our government is c… https://t.co/StbEkJcAvI,2023-03-30 03:14:20+00:00
jgpetruna,@KarenFullerton2 @NikkiMarieDiary @BasedMikeLee @GeorgiaMan45 @RepThomasMassie Isn't Bowman the one who sold out to… https://t.co/YlRHmQQ0Qs,2023-03-30 03:14:20+00:00
daffdiaries,Check out ✨s✨'s video! #TikTok https://t.co/V9QQB5xQYM,2023-03-30 03:14:19+00:00
R0ver88,Cute https://t.co/SC5p0FdnFJ,2023-03-30 03:14:19+00:00
dkdk459,Check out MickeyG1775's video! #TikTok https://t.co/NoqVC1vyWx,2023-03-30 03:14:18+00:00
lelohleboutique,Check out Jireh228 eyewear's video! #TikTok https://t.co/cJlqcwWLqB,2023-03-30 03:14:15+00:00
itsmeritzyy,"@ASTRO_Staff Me: Give me sign or reason to stan astro especially moonbin 

Sign: upload this on TikTok: 😂😆",2023-03-30 03:14:15+00:00
theparlaycafe,And the first Wheel Wednesday hits sweat free! See you tomorrow https://t.co/sNpkNJ3twh,2023-03-30 03:14:15+00:00
Username_Valid2,"@cutecats247 wasn't there another shooting in nashville but apparently drag queens, gay people are an issue 

https://t.co/0oug1EvXDU",2023-03-30 03:14:14+00:00
DarknessOpera,"""Digital rights experts told Motherboard the RESTRICT Act, which may be used to ban TikTok, could impact many other… https://t.co/dDqjsmFoBW",2023-03-30 03:14:11+00:00
aipotpipotkulot,Check out EXO's video! #TikTok https://t.co/VgF4SqaSaS,2023-03-30 03:14:10+00:00
rykaine,"Resident Evil 4 Vets Troll Rookies, Tell Them To Shoot The Lake

😂😂😂 https://t.co/Ea9RjGkfM0",2023-03-30 03:14:10+00:00
randomuningen,there is a cat in a parliament building??? https://t.co/XgmoiQjzCD https://t.co/rEfSLZYKYY,2023-03-30 03:14:07+00:00
TheGoogleman,"https://t.co/sVs7r0aOcC
contact your elected officials and make your voice heard!! This bill is NOT about TikTok! T… https://t.co/XU2lO4dc69",2023-03-30 03:14:06+00:00
Maria886128511,Check out stay.orthodox ®'s video! #TikTok https://t.co/iWP5PhFejt,2023-03-30 03:14:03+00:00
Goyayoisdead,The shi I see on TikTok https://t.co/6TrD4p710g,2023-03-30 03:14:03+00:00
GringoChaser,@RandPaul congrats on being fucking cool for once.                                        https://t.co/KoFu626p0P,2023-03-30 03:14:02+00:00
blubal42,@ChuckCallesto This is why they want to take down TikTok  so you won't see their misdeeds!,2023-03-30 03:14:01+00:00
rjmcmurphy91,"@michael_david41 Holding Kamala’s hand, to her disgust:

https://t.co/olRLuvYvSx",2023-03-30 03:13:59+00:00
SahrayTun,พี่แบค Check out EXO's video! #TikTok https://t.co/80ST5Ra8GR,2023-03-30 03:13:58+00:00
Holc_ombe,Check out TheGoodShepherd's video! #TikTok https://t.co/Ji7D0snzPt,2023-03-30 03:13:57+00:00
EddieSpeegle5,Check out Kayla McMahan's video! #TikTok https://t.co/eCS2j0dF6X,2023-03-30 03:13:54+00:00
millsap217,@Jkylebass @marcorubio @tiktok_us Are the Chinese going to turn on the secret brain hypnotic switch that will turn… https://t.co/3SFob7WiYD,2023-03-30 03:13:54+00:00
apotheon,"Amidst of the usual insanity, there's newly unusual insanity:

TikTok-regulation legislation would make it illegal… https://t.co/jh2wmLwQoM",2023-03-30 03:13:52+00:00
PopCultured4,"@Giancarlo_Volpe It's a mix of characters from old favourites in mortal combat... nostalgia x mandala effect.

Eg.… https://t.co/SOVuaYUg2t",2023-03-30 03:13:51+00:00
JosephPishko1,Check out Dare Toknow's video! #TikTok https://t.co/vBBXODFWso,2023-03-30 03:13:45+00:00
CitizenAmedia,This is the most compelling reason *not* to ban TikTok. Doing so would be strike against freedom of expression and… https://t.co/CaempWp5Wc,2023-03-30 03:13:44+00:00
mrs_murrays,"This is #harassment - shame on them
Check out Natey's video! #TikTok https://t.co/nDxnIzzzEq",2023-03-30 03:13:44+00:00
NerdMite,Why does tiktok keep putting videos with destroy lonely hashtags on my fyp https://t.co/Xrkd9SrIsx,2023-03-30 03:13:44+00:00
stfukimi,@REVELANGELS it literally is the song literally started booming on tiktok when ole girl hopped in,2023-03-30 03:13:42+00:00
msgibby077,"@GOP

Check out Enlighten Me's video! #TikTok https://t.co/P3KGUSQBQe",2023-03-30 03:13:38+00:00
akpinterior,Check out Newsweek's video! #TikTok https://t.co/aj0SVHAX1Q. #FACTS. pay attention @laurenboebert because you are s… https://t.co/e6fyQBtPgX,2023-03-30 03:13:37+00:00
iiliopolis,i really hate that genre of tiktok where they lipsync to raps and exaggerate it. it just irks me like stop,2023-03-30 03:13:30+00:00
Hannah_illo,"I know I’ve been harping on this S.686, RESTRICT Act, TikTok ban for a while, and I’ll keep doing it too because it… https://t.co/KRyrPwmVv9",2023-03-30 03:13:29+00:00
GFDDShock,@HawleyMO Ban TikTok! Stop the degradation of our culture and country.,2023-03-30 03:13:29+00:00
JacquieRogers,We're at the #Texas Dogwood #Casita and Friends #Music Rally. #casitatraveltrailer #JacquieRogers #rvlife #rvtravel  https://t.co/b0oIiieiQ3,2023-03-30 03:13:28+00:00
4w3entp,my entire fyp tonight is vogueing so i need txt to post a tiktok of them vogueing i know they have one in their drafts,2023-03-30 03:13:27+00:00
Rudiux,@astro_alexandra I support that they banned TikTok but not the bill. Why..? because China block so many US companie… https://t.co/lWrYQ7HzMA,2023-03-30 03:13:25+00:00
ClaudetteGGibs1,"💔💔💔center.
Check out AdryanD🫶🏽's video! #TikTok https://t.co/RfZx8ESUjC",2023-03-30 03:13:25+00:00
Karen57358793,Check out BabyBoo's video! #TikTok https://t.co/JVrxYCzwxa,2023-03-30 03:13:25+00:00
KwstzHaderbonch,"@PostingTreyf This happens to me with tiktok like half the time, but less frequently with insta",2023-03-30 03:13:24+00:00
smst_smtore,"SeLliNG 15.500 FoLlowERS insTagRAm accoUnt...

saLe seLl bUy BuyIng twItter TikTok YouTube preMium cHeap sEllIng Ac… https://t.co/pK6emrABW9",2023-03-30 03:13:23+00:00
gdiab11,Check out https://t.co/xUtCLw2ptx's video! #TikTok https://t.co/zE1zMMsinJ,2023-03-30 03:13:23+00:00
imwideawake30,"This is accurate as fuck. 💯
#single #happy #TikTok https://t.co/cB1k2Q2EbI",2023-03-30 03:13:22+00:00
Ren_Heika,"You know I discovered @venjent music recently thanks to TikTok and he has some absolute bangers, consider me a fan.… https://t.co/JpLno0srL3",2023-03-30 03:13:20+00:00
iamMUniv,"I genuinely wish all the best for them, including the members na wala sa tiktok nato 🙏🏻 protect your friendship sa… https://t.co/o7mkGbMnY6",2023-03-30 03:13:19+00:00
SVaughn21,I've refused to download TikTok bc I know I will spend 20 hrs a day watching videos lol restraint!,2023-03-30 03:13:16+00:00
suncartutak,did jungwon film the rover tiktok before going straight to incheon??,2023-03-30 03:13:13+00:00
Nunuthabarb,"Finna take this influencer shii serious!!! Vlogs ! TikTok’s ,PICS !!ERRTHANG!",2023-03-30 03:13:12+00:00
privateofficer,How can the US force TikTok to sell? | The Hill https://t.co/pjpBJn9gSZ,2023-03-30 03:13:10+00:00
UsmanAw74388684,Check out PTI's video! #TikTok https://t.co/KjpGOOTpvj,2023-03-30 03:13:08+00:00
foodguyrob,@michelle_lately I proposed to my now wife under a waterfall in a private location with no one around. These days p… https://t.co/QM3jgocRPG,2023-03-30 03:13:08+00:00
1940sdw,SOMEONE IS TIKTOK LIVESTREAMING THE FINALE AND I SCROLLED PAST       T H E  SCENE WHYYYYY WOULD U DO THAT TO MEEE,2023-03-30 03:13:06+00:00
mppinwxxdl,Check out EXO's video! #TikTok https://t.co/TB9OGLGIQK,2023-03-30 03:13:05+00:00
Hereiam_cafe,"Mr. Rovers 🐥🐻🐶

Share, Like, Comments 💛 

Reels https://t.co/9Zt3sbMRQy
Tiktok https://t.co/wf3CVJbzV4
Shorts… https://t.co/AR8nQCSuSa",2023-03-30 03:13:05+00:00
yashthakrar1996,Sen. Rand Paul becomes latest lawmaker opposing TikTok ban,2023-03-30 03:13:04+00:00
trappedrickless,1 hour on tiktok made me feel like this https://t.co/FkbWrKCUAG,2023-03-30 03:13:03+00:00
ourparallels,@piggybackjikook I literally just had a mental breakdown watching this on TikTok,2023-03-30 03:13:00+00:00
cmbptx,@kelly82121 I think it might be because of the Kelly Clarkson playlist it got put on for the most part but that tik… https://t.co/YM0P6ZpZ1Q,2023-03-30 03:12:57+00:00
Wolf41415883,@mtracey Hawley kind of addressed Paul's first point (the 1st amendment) by claiming it is about platforms that spi… https://t.co/wvHgAjGIAT,2023-03-30 03:12:55+00:00
acosar52,Check out Shakirology's video! #TikTok https://t.co/pXLywTphuW,2023-03-30 03:12:55+00:00
Screwjack1993,@SarahHuckabee Don’t let TikTok exploit our kids we need them to go to work.,2023-03-30 03:12:54+00:00
ruesparks,"It is not about TikTok.
It’s about control, and it will affect the internet as we know it. https://t.co/P03ILK1RD0",2023-03-30 03:12:54+00:00
SirLurkington,"@HannahDCox @RandPaul @jackhunter74 Banning TikTok isn't the real crux of this bill.  TikTok is not app, it's a wea… https://t.co/1OKhrceDsQ",2023-03-30 03:12:54+00:00
Ash_Kirksey,Tiktok is my fave social media &amp; I post there the least idk why,2023-03-30 03:12:52+00:00
theartist_b_rad,I don’t even care about the national security concerns ban TikTok because it an insane cesspool,2023-03-30 03:12:52+00:00
sotycandy,the concept of baekhyun dancing on tiktok is so FOREIGN to me it makes my heart feel FUZZY https://t.co/MWe68QyfWW,2023-03-30 03:12:51+00:00
omniverse785,"@DramaAlert A singular person on tiktok: wow I don’t like this internet celebrity

Incendiary media: internet celeb… https://t.co/gB9evFiXRn",2023-03-30 03:12:50+00:00
venttidy,Lmao did i just watched Barbies having beef with each other on tiktok??? Jfjsjsjdjdj,2023-03-30 03:12:49+00:00
TravisBaggett5,@HawleyMO How many people has TikTok killed? How many children? You want to ban TikTok because it’s a threat to Ame… https://t.co/pMg9Mdxow7,2023-03-30 03:12:49+00:00
hyeinsy2k,"@nyajeans hopefully it’s not a scam, I looked on TikTok and they had a bunch of reviews so😭😭😭",2023-03-30 03:12:45+00:00
DavidFDodge1,"@BARBARA853white @gore_won Yup because TikTok, abortions, and gender are a bigger threat to the US than masa shooti… https://t.co/jhubky0WFP",2023-03-30 03:12:43+00:00
besumbodyurluve,Credit to @ngs_ahn12 from TikTok and Twitter!,2023-03-30 03:12:43+00:00
xke_sleepy,"""I'm super tired imma go to bed now:)""
NOT EVEN 10 MINUTES LATER FUCKING 14 TIKTOK ANDS 6 TWT DMS",2023-03-30 03:12:42+00:00
Fabshadier,"@First____Star The way the bill is worded, insanely vague and even set up to easily change definition and who it ap… https://t.co/jjP6UH8RK6",2023-03-30 03:12:41+00:00
LuisOli90986971,"I called,no Walls at ours Borders , Only ex president D Trump did but interfere with the pedophilia business... Per… https://t.co/K1kBBsB7DJ",2023-03-30 03:12:39+00:00
johnsaveland,"“I have a terrific obligation to speak,” Friedman said in an interview. “I don’t have survivor’s guilt, but I have… https://t.co/ijSa3mI1Ys",2023-03-30 03:12:38+00:00
Lilbitohnery,Check out justlooking4⚖️'s video! #TikTok https://t.co/7inOFoNLS4,2023-03-30 03:12:35+00:00
ctrl_liv,@SenatorRomney Why don’t you talk about how you’re co-signing the RESTRICT ACT / S 686 which gives gov the right to… https://t.co/WdbzBZ4DP2,2023-03-30 03:12:31+00:00
ilovekuromiitbh,@aaaliyahparker cs yo tiktok def too good to be truuu,2023-03-30 03:12:31+00:00
ynkkchan,wait but hobi did the txt tiktok with yeonjun &amp; kai and jimin did his with gyu &amp; soobin … so maybe jimin’s gonna do… https://t.co/z5S3OdVFkh,2023-03-30 03:12:31+00:00
obw18_gina,"https://t.co/AgVpjvcKb5
I know that a few others posted this, but I needed it on my timeline. I love this beautiful… https://t.co/PEUdcSKqHz",2023-03-30 03:12:28+00:00
verasaur,"hate tiktok or the creator hostile environment that app fosters, but I hate restrictions on the internet that aren'… https://t.co/417su8g1E6",2023-03-30 03:12:28+00:00
Zye83,@Jusharlee She's doing a give away at 100 Followers. https://t.co/A4WHeksS34,2023-03-30 03:12:27+00:00
xxxxShanziixxxx,Not this girl a make instructions how fi edit SHEIN invoice pon TikTok 😩,2023-03-30 03:12:27+00:00
LevangRuth,Check out LaurieisbackAGAIN🤣's video! #TikTok https://t.co/8xdFqbQe6s,2023-03-30 03:12:27+00:00
lorriethorpe7,Check out ArmyCyberGuy's video! #TikTok https://t.co/u2Kn7PYV4C,2023-03-30 03:12:26+00:00
LilEgoStar,Check out Sanna Partanen's video! #TikTok https://t.co/eUyQsMhV8O,2023-03-30 03:12:26+00:00
_nighthawk69_,@tracy_codes lmfaooooooo I think Jax might be uncool. I’ve yet to see a Tiktok person IRL here,2023-03-30 03:12:26+00:00
PennyPe37671956,"Read ""Sen. Rand Paul says the GOP would 'permanently lose elections for a generation' if TikTok is banned' on Smart… https://t.co/7amoRfjTPk",2023-03-30 03:12:25+00:00
alexuhss,@sekaigos I WAS JUST CASUALLY SCROLLING THRU TIKTOK AND IT POPPED UP AND I SAW THE SEHUN AND BAEKHYUN TAGS AND WAS… https://t.co/4Glh3q2VBL,2023-03-30 03:12:24+00:00
werdimedia,"New released It Will Rain (Remix)
By Okky Fvnky

https://t.co/pRfcKVDv4o

#newrelease #werdimedia #werdimediamusic… https://t.co/ZBNXdHUz4c",2023-03-30 03:12:23+00:00
mayy_moon,"Da best🐥🐻🐶
https://t.co/0rTfzDAqOw",2023-03-30 03:12:22+00:00
elavoie,"@bdomenech Ah, how many bills are there riding the anti tiktok wave?",2023-03-30 03:12:22+00:00
LilyJayC,Check out Flint's video! #TikTok https://t.co/JZPM5YCOdu it’s a good explanation of NB and trans terminology,2023-03-30 03:12:22+00:00
Adams6841,"https://t.co/l61W6qu1hX

The penalties for violation of the Act — which could be as simple as using a VPN service t… https://t.co/ZMBMHCCZ1x",2023-03-30 03:12:21+00:00
pakkawannj,@KJH_officialtwt don't forget upload on tiktok,2023-03-30 03:12:20+00:00
JenDez73,Check out Katt Williams Comedy🔝's video! #TikTok https://t.co/ZVBMOovpxk,2023-03-30 03:12:20+00:00
gehrig38,Check out Rugby World Cup's video! #TikTok https://t.co/biUjCGfPxP toughest strongest athletes alive? These guys ar… https://t.co/AoOYQ7iuW0,2023-03-30 03:12:20+00:00
hyeinsy2k,@NEWJE4NS ITS A RESELLER AND THEY HAVE GOOD REVIEWS ON TIKTOK SO I TOOK MY CHANCES,2023-03-30 03:12:17+00:00
Soulingerr,"https://t.co/Vhz9HvSfNF
#tiktokdown #BANNED
Everybody in Washington wants to talk tough about TikTok--but few are w… https://t.co/xR8hiLvSOp",2023-03-30 03:12:17+00:00
PeacockTiffany,"Don't miss out. https://t.co/Ua7qFy2Yp0
EPITHYMIA",2023-03-30 03:12:17+00:00
aly_boop,my tiktok hasn’t been working so i’ve been having to deal with instagram reels and i wanna k!ll myself,2023-03-30 03:12:17+00:00
smst_smtore,"SeLliNG 150.000 FoLlowERS insTagRAm accoUnt...

saLe seLl bUy BuyIng twItter TikTok YouTube preMium cHeap sEllIng A… https://t.co/YniT2r5vFE",2023-03-30 03:12:16+00:00
powerpuffpuppy,@taevgae @borahaebarbie @vmin Why they run away from ot7 selca and deprive us and not give tiktok guys????,2023-03-30 03:12:15+00:00
bellzzinpang,I believe once leeteuk show his real dance skill on TikTok that would be super awesome,2023-03-30 03:12:15+00:00
BplusGames,Check out https://t.co/8pXkU6lvkD🎮 ⭐'s video! #TikTok https://t.co/LlSfdxvedu,2023-03-30 03:12:14+00:00
qckisa,@DavidHFriedelJr TikTok also filters to show the worst of the Western culture. It’s also a propaganda machine as mu… https://t.co/rgtDG2fiBt,2023-03-30 03:12:13+00:00
joevirgillito,"No one:

Me: The beekeeper on TikTok said his hives are forming large clusters. Gonna be an extra hot summer",2023-03-30 03:12:12+00:00
CloneNic,There’s an entire tree in my eye https://t.co/3xL0bus4sf,2023-03-30 03:12:11+00:00
EarnestKearns,Check out WaterHouse's video! #TikTok https://t.co/bHpG7gpXpu,2023-03-30 03:12:11+00:00
outkastmunkey,"Agreed

Check out GIYOH's video! #TikTok https://t.co/wamLGdQskQ",2023-03-30 03:12:09+00:00
XB20180619,@ThinkScrappy @peijin_zhang FB doesn't allow China law，but Tiktok allow American law.,2023-03-30 03:12:09+00:00
ollxee_,"imagine seeing a helpless guy being stabbed to death, then pulling out your phone to record for TikTok in order to… https://t.co/Qo6XHIXyuB",2023-03-30 03:12:08+00:00
CrazyOgden,"Fast trains in America really do not work. 

https://t.co/LUqXa3tdyT https://t.co/A1VB7ZY280",2023-03-30 03:12:08+00:00
DudeMcGnarley,"@AZNana262 @CajunQueen43 @Coachjv_ @DC_Draino TikTok sucks and should be banned... HOWEVER... 
The Restrict Act of… https://t.co/fm4tFi0baT",2023-03-30 03:12:08+00:00
ConsHistReview,@SallyTiger @whatley_brady If it was a matter of banning an app specifically used for spyware and is controlled by… https://t.co/W580Io6OSt,2023-03-30 03:12:07+00:00
